degree,numGrp,delta,isKM02,isKM08,isKM08_v2,time
13,65,"{ 2, 11 }",true,false,true,0.000
13,65,"{ 5, 10 }",true,false,true,0.000
13,65,"{ 4, 6 }",true,false,true,0.000
13,65,"{ 8, 11 }",true,false,true,0.000
13,65,"{ 1, 4 }",true,false,true,0.000
13,65,"{ 2, 4 }",true,false,true,0.000
13,65,"{ 1, 3 }",true,false,true,0.000
13,65,"{ 3, 4 }",true,false,true,0.000
13,65,"{ 11, 13 }",true,false,true,0.000
13,65,"{ 3, 5 }",true,false,true,0.000
13,65,"{ 7, 13 }",true,false,true,0.000
13,65,"{ 11, 12 }",true,false,true,0.000
13,65,"{ 2, 8 }",true,false,true,0.000
13,65,"{ 6, 8 }",true,false,true,0.000
13,65,"{ 9, 13 }",true,false,true,0.000
13,65,"{ 3, 13 }",true,false,true,0.000
13,65,"{ 8, 13 }",true,false,true,0.000
13,65,"{ 2, 13 }",true,false,true,0.000
13,65,"{ 6, 13 }",true,false,true,0.000
13,65,"{ 1, 7 }",true,false,true,0.000
13,65,"{ 1, 6 }",true,false,true,0.000
13,65,"{ 5, 9 }",true,false,true,0.000
13,65,"{ 12, 13 }",true,false,true,0.000
13,65,"{ 5, 12 }",true,false,true,0.000
13,65,"{ 4, 12 }",true,false,true,0.000
13,65,"{ 1, 2 }",true,false,true,0.000
13,65,"{ 4, 9 }",true,false,true,0.000
13,65,"{ 1, 9 }",true,false,true,0.000
13,65,"{ 7, 10 }",true,false,true,0.000
13,65,"{ 7, 12 }",true,false,true,0.000
13,65,"{ 4, 10 }",true,false,true,0.000
13,65,"{ 1, 13 }",true,false,true,0.000
13,65,"{ 3, 11 }",true,false,true,0.000
13,65,"{ 7, 8 }",true,false,true,0.000
13,65,"{ 5, 8 }",true,false,true,0.000
13,65,"{ 2, 3 }",true,false,true,0.000
13,65,"{ 3, 7 }",true,false,true,0.000
13,65,"{ 4, 11 }",true,false,true,0.000
13,65,"{ 3, 10 }",true,false,true,0.000
13,65,"{ 8, 9 }",true,false,true,0.000
13,65,"{ 2, 9 }",true,false,true,0.000
13,66,"{ 3, 5, 11 }",true,false,true,0.000
13,66,"{ 5, 8, 9 }",true,false,true,0.000
13,66,"{ 5, 6, 9 }",true,false,true,0.000
13,66,"{ 3, 12, 13 }",true,false,true,0.000
13,66,"{ 1, 4, 13 }",true,false,true,0.000
13,66,"{ 5, 7, 12 }",true,false,true,0.000
13,66,"{ 3, 9, 11 }",true,false,true,0.000
13,66,"{ 1, 6, 12 }",true,false,true,0.000
13,66,"{ 2, 8, 10 }",true,false,true,0.000
13,66,"{ 5, 11, 13 }",true,false,true,0.000
13,66,"{ 2, 7, 9 }",true,false,true,0.000
13,66,"{ 2, 8, 13 }",true,false,true,0.000
13,66,"{ 1, 6, 8 }",true,false,true,0.000
13,66,"{ 6, 8, 13 }",true,false,true,0.000
13,66,"{ 3, 6, 7 }",true,false,true,0.000
13,66,"{ 1, 4, 5 }",true,false,true,0.000
13,66,"{ 2, 3, 12 }",true,false,true,0.000
13,66,"{ 3, 5, 10 }",true,false,true,0.000
13,66,"{ 8, 11, 12 }",true,false,true,0.000
13,66,"{ 4, 10, 12 }",true,false,true,0.000
13,66,"{ 2, 5, 6 }",true,false,true,0.000
13,66,"{ 1, 2, 5 }",true,false,true,0.000
13,66,"{ 1, 7, 9 }",true,false,true,0.000
13,66,"{ 7, 10, 11 }",true,false,true,0.000
13,66,"{ 2, 11, 12 }",true,false,true,0.000
13,66,"{ 1, 7, 12 }",true,false,true,0.000
13,66,"{ 2, 7, 13 }",true,false,true,0.000
13,66,"{ 3, 4, 7 }",true,false,true,0.000
13,66,"{ 9, 10, 13 }",true,false,true,0.000
13,66,"{ 6, 11, 13 }",true,false,true,0.000
13,66,"{ 9, 12, 13 }",true,false,true,0.000
13,66,"{ 5, 7, 13 }",true,false,true,0.000
13,66,"{ 4, 5, 8 }",true,false,true,0.000
13,66,"{ 4, 7, 8 }",true,false,true,0.000
13,66,"{ 3, 8, 10 }",true,false,true,0.000
13,66,"{ 6, 9, 10 }",true,false,true,0.000
13,66,"{ 1, 10, 13 }",true,false,true,0.000
13,66,"{ 4, 6, 11 }",true,false,true,0.000
13,66,"{ 2, 4, 10 }",true,false,true,0.000
13,66,"{ 1, 2, 11 }",true,false,true,0.000
13,66,"{ 8, 9, 12 }",true,false,true,0.000
13,66,"{ 2, 3, 6 }",true,false,true,0.000
13,66,"{ 7, 8, 11 }",true,false,true,0.000
13,66,"{ 4, 6, 12 }",true,false,true,0.000
13,66,"{ 1, 10, 11 }",true,false,true,0.000
13,66,"{ 4, 9, 11 }",true,false,true,0.000
13,66,"{ 2, 4, 9 }",true,false,true,0.000
13,66,"{ 6, 7, 10 }",true,false,true,0.000
13,66,"{ 1, 3, 8 }",true,false,true,0.000
13,66,"{ 3, 4, 13 }",true,false,true,0.000
13,66,"{ 1, 3, 9 }",true,false,true,0.000
13,66,"{ 5, 10, 12 }",true,false,true,0.000
13,67,"{ 3, 5, 6, 8 }",true,false,true,0.000
13,67,"{ 4, 5, 9, 10 }",true,false,true,0.000
13,67,"{ 2, 4, 8, 11 }",true,false,true,0.000
13,67,"{ 1, 5, 6, 13 }",true,false,true,0.000
13,67,"{ 5, 6, 10, 11 }",true,false,true,0.000
13,67,"{ 3, 5, 9, 12 }",true,false,true,0.000
13,67,"{ 1, 5, 7, 11 }",true,false,true,0.000
13,67,"{ 2, 10, 12, 13 }",true,false,true,0.000
13,67,"{ 4, 5, 12, 13 }",true,false,true,0.000
13,67,"{ 6, 8, 9, 11 }",true,false,true,0.000
13,67,"{ 6, 7, 11, 12 }",true,false,true,0.000
13,67,"{ 1, 2, 9, 10 }",true,false,true,0.000
13,67,"{ 3, 4, 8, 9 }",true,false,true,0.000
13,67,"{ 2, 3, 5, 13 }",true,false,true,0.000
13,67,"{ 1, 2, 4, 12 }",true,false,true,0.000
13,67,"{ 1, 8, 9, 13 }",true,false,true,0.000
13,67,"{ 7, 8, 12, 13 }",true,false,true,0.000
13,67,"{ 1, 9, 11, 12 }",true,false,true,0.000
13,67,"{ 1, 5, 8, 12 }",true,false,true,0.000
13,67,"{ 5, 7, 8, 10 }",true,false,true,0.000
13,67,"{ 1, 4, 8, 10 }",true,false,true,0.000
13,67,"{ 2, 4, 5, 7 }",true,false,true,0.000
13,67,"{ 2, 6, 8, 12 }",true,false,true,0.000
13,67,"{ 4, 7, 11, 13 }",true,false,true,0.000
13,67,"{ 3, 7, 9, 13 }",true,false,true,0.000
13,67,"{ 1, 3, 7, 10 }",true,false,true,0.000
13,67,"{ 1, 2, 6, 7 }",true,false,true,0.000
13,67,"{ 7, 9, 10, 12 }",true,false,true,0.000
13,67,"{ 1, 3, 11, 13 }",true,false,true,0.000
13,67,"{ 2, 3, 10, 11 }",true,false,true,0.000
13,67,"{ 4, 6, 7, 9 }",true,false,true,0.000
13,67,"{ 8, 10, 11, 13 }",true,false,true,0.000
13,67,"{ 2, 3, 7, 8 }",true,false,true,0.000
13,67,"{ 3, 6, 10, 12 }",true,false,true,0.000
13,67,"{ 2, 6, 9, 13 }",true,false,true,0.000
13,67,"{ 4, 6, 10, 13 }",true,false,true,0.000
13,67,"{ 3, 4, 11, 12 }",true,false,true,0.000
13,67,"{ 2, 5, 9, 11 }",true,false,true,0.000
13,67,"{ 1, 3, 4, 6 }",true,false,true,0.000
13,68,"{ 2, 3, 5, 7, 9, 10 }",true,false,true,0.010
13,68,"{ 1, 6, 7, 9, 11, 13 }",true,false,true,0.010
13,68,"{ 1, 5, 8, 9, 10, 11 }",true,false,true,0.010
13,68,"{ 3, 6, 7, 8, 9, 12 }",true,false,true,0.010
13,68,"{ 1, 3, 4, 9, 10, 12 }",true,false,true,0.010
13,68,"{ 1, 2, 7, 8, 10, 12 }",true,false,true,0.010
13,68,"{ 5, 6, 8, 10, 12, 13 }",true,false,true,0.010
13,68,"{ 2, 4, 5, 10, 11, 13 }",true,false,true,0.010
13,68,"{ 2, 3, 8, 9, 11, 13 }",true,false,true,0.010
13,68,"{ 1, 4, 5, 6, 7, 10 }",true,false,true,0.010
13,68,"{ 3, 4, 5, 6, 9, 13 }",true,false,true,0.010
13,68,"{ 1, 3, 5, 7, 8, 13 }",true,false,true,0.010
13,68,"{ 1, 2, 5, 9, 12, 13 }",true,false,true,0.010
13,68,"{ 3, 4, 6, 8, 10, 11 }",true,false,true,0.010
13,68,"{ 4, 7, 8, 9, 10, 13 }",true,false,true,0.010
13,68,"{ 2, 5, 6, 7, 8, 11 }",true,false,true,0.010
13,68,"{ 2, 4, 6, 7, 12, 13 }",true,false,true,0.010
13,68,"{ 1, 4, 8, 11, 12, 13 }",true,false,true,0.010
13,68,"{ 1, 2, 4, 6, 8, 9 }",true,false,true,0.010
13,68,"{ 1, 2, 3, 6, 10, 13 }",true,false,true,0.010
13,68,"{ 2, 6, 9, 10, 11, 12 }",true,false,true,0.010
13,68,"{ 2, 3, 4, 5, 8, 12 }",true,false,true,0.010
13,68,"{ 1, 2, 3, 4, 7, 11 }",true,false,true,0.010
13,68,"{ 4, 5, 7, 9, 11, 12 }",true,false,true,0.010
13,68,"{ 1, 3, 5, 6, 11, 12 }",true,false,true,0.010
13,68,"{ 3, 7, 10, 11, 12, 13 }",true,false,true,0.010
13,69,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 }",true,true,true,0.020
13,69,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13 }",true,true,true,0.020
13,69,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.020
13,70,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 }",true,true,true,0.260
13,70,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13 }",true,true,true,0.260
13,70,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.260
13,71,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 }",true,true,true,164136.130
13,71,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13 }",true,true,true,164136.130
13,71,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,164136.130
13,72,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 }",true,true,true,374311.240
13,72,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13 }",true,true,true,374311.240
13,72,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,374311.240
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.050
14,73,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.050
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 }",true,true,true,0.100
14,74,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14 }",true,true,true,0.100
