degree,numGrp,alpha,delta,isSelfPaired,isGrphKM,time
9,38,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,0.260
9,38,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,0.260
9,38,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,38,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,0.260
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,39,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,33.830
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,1,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,2,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,3,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,4,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,5,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,6,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,7,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,8,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
9,40,9,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,74.110
10,41,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
10,41,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
10,41,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
10,41,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
10,41,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
10,41,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
10,41,1,"{ 8, 9, 10 }",true,true,0.010
10,41,1,"{ 8, 9, 10 }",true,true,0.010
10,41,1,"{ 8, 9, 10 }",true,true,0.010
10,41,2,"{ 6, 7, 10 }",true,true,0.010
10,41,2,"{ 6, 7, 10 }",true,true,0.010
10,41,2,"{ 6, 7, 10 }",true,true,0.010
10,41,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.010
10,41,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.010
10,41,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.010
10,41,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.010
10,41,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.010
10,41,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.010
10,41,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.010
10,41,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.010
10,41,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.010
10,41,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.010
10,41,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.010
10,41,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.010
10,41,3,"{ 5, 7, 9 }",true,true,0.010
10,41,3,"{ 5, 7, 9 }",true,true,0.010
10,41,3,"{ 5, 7, 9 }",true,true,0.010
10,41,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.010
10,41,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.010
10,41,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.010
10,41,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.010
10,41,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.010
10,41,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.010
10,41,4,"{ 5, 6, 8 }",true,true,0.010
10,41,4,"{ 5, 6, 8 }",true,true,0.010
10,41,4,"{ 5, 6, 8 }",true,true,0.010
10,41,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.010
10,41,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.010
10,41,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.010
10,41,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.010
10,41,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.010
10,41,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.010
10,41,5,"{ 3, 4, 10 }",true,true,0.010
10,41,5,"{ 3, 4, 10 }",true,true,0.010
10,41,5,"{ 3, 4, 10 }",true,true,0.010
10,41,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.010
10,41,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.010
10,41,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.010
10,41,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.010
10,41,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.010
10,41,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.010
10,41,6,"{ 2, 4, 9 }",true,true,0.010
10,41,6,"{ 2, 4, 9 }",true,true,0.010
10,41,6,"{ 2, 4, 9 }",true,true,0.010
10,41,7,"{ 2, 3, 8 }",true,true,0.010
10,41,7,"{ 2, 3, 8 }",true,true,0.010
10,41,7,"{ 2, 3, 8 }",true,true,0.010
10,41,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.010
10,41,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.010
10,41,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.010
10,41,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.010
10,41,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.010
10,41,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.010
10,41,8,"{ 1, 4, 7 }",true,true,0.010
10,41,8,"{ 1, 4, 7 }",true,true,0.010
10,41,8,"{ 1, 4, 7 }",true,true,0.010
10,41,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.010
10,41,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.010
10,41,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.010
10,41,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.010
10,41,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.010
10,41,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.010
10,41,9,"{ 1, 3, 6 }",true,true,0.010
10,41,9,"{ 1, 3, 6 }",true,true,0.010
10,41,9,"{ 1, 3, 6 }",true,true,0.010
10,41,10,"{ 1, 2, 5 }",true,true,0.010
10,41,10,"{ 1, 2, 5 }",true,true,0.010
10,41,10,"{ 1, 2, 5 }",true,true,0.010
10,41,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.010
10,41,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.010
10,41,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.010
10,41,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.010
10,41,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.010
10,41,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.010
10,42,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
10,42,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
10,42,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
10,42,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
10,42,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
10,42,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
10,42,1,"{ 8, 9, 10 }",true,true,0.020
10,42,1,"{ 8, 9, 10 }",true,true,0.020
10,42,1,"{ 8, 9, 10 }",true,true,0.020
10,42,2,"{ 6, 7, 10 }",true,true,0.020
10,42,2,"{ 6, 7, 10 }",true,true,0.020
10,42,2,"{ 6, 7, 10 }",true,true,0.020
10,42,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.020
10,42,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.020
10,42,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.020
10,42,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.020
10,42,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.020
10,42,2,"{ 1, 3, 4, 5, 8, 9 }",true,true,0.020
10,42,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.020
10,42,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.020
10,42,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.020
10,42,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.020
10,42,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.020
10,42,3,"{ 1, 2, 4, 6, 8, 10 }",true,true,0.020
10,42,3,"{ 5, 7, 9 }",true,true,0.020
10,42,3,"{ 5, 7, 9 }",true,true,0.020
10,42,3,"{ 5, 7, 9 }",true,true,0.020
10,42,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.020
10,42,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.020
10,42,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.020
10,42,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.020
10,42,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.020
10,42,4,"{ 1, 2, 3, 7, 9, 10 }",true,true,0.020
10,42,4,"{ 5, 6, 8 }",true,true,0.020
10,42,4,"{ 5, 6, 8 }",true,true,0.020
10,42,4,"{ 5, 6, 8 }",true,true,0.020
10,42,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.020
10,42,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.020
10,42,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.020
10,42,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.020
10,42,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.020
10,42,5,"{ 1, 2, 6, 7, 8, 9 }",true,true,0.020
10,42,5,"{ 3, 4, 10 }",true,true,0.020
10,42,5,"{ 3, 4, 10 }",true,true,0.020
10,42,5,"{ 3, 4, 10 }",true,true,0.020
10,42,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.020
10,42,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.020
10,42,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.020
10,42,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.020
10,42,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.020
10,42,6,"{ 1, 3, 5, 7, 8, 10 }",true,true,0.020
10,42,6,"{ 2, 4, 9 }",true,true,0.020
10,42,6,"{ 2, 4, 9 }",true,true,0.020
10,42,6,"{ 2, 4, 9 }",true,true,0.020
10,42,7,"{ 2, 3, 8 }",true,true,0.020
10,42,7,"{ 2, 3, 8 }",true,true,0.020
10,42,7,"{ 2, 3, 8 }",true,true,0.020
10,42,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.020
10,42,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.020
10,42,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.020
10,42,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.020
10,42,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.020
10,42,7,"{ 1, 4, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 2, 3, 5, 6, 9, 10 }",true,true,0.020
10,42,8,"{ 1, 4, 7 }",true,true,0.020
10,42,8,"{ 1, 4, 7 }",true,true,0.020
10,42,8,"{ 1, 4, 7 }",true,true,0.020
10,42,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.020
10,42,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.020
10,42,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.020
10,42,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.020
10,42,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.020
10,42,9,"{ 2, 4, 5, 7, 8, 10 }",true,true,0.020
10,42,9,"{ 1, 3, 6 }",true,true,0.020
10,42,9,"{ 1, 3, 6 }",true,true,0.020
10,42,9,"{ 1, 3, 6 }",true,true,0.020
10,42,10,"{ 1, 2, 5 }",true,true,0.020
10,42,10,"{ 1, 2, 5 }",true,true,0.020
10,42,10,"{ 1, 2, 5 }",true,true,0.020
10,42,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.020
10,42,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.020
10,42,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.020
10,42,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.020
10,42,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.020
10,42,10,"{ 3, 4, 6, 7, 8, 9 }",true,true,0.020
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
