degree,numGrp,alpha,delta,isSelfPaired,isGrphKM,time
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,46,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.140
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,47,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.300
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,48,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,465.100
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
10,49,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,1022.760
